Rk,Player,Squad,90s,CrdY,CrdR,2CrdY,Fls,Code,Team,Confederation,Cards_received,Cards_per_100_fouls
17,Ché Adams,sct Scotland,1.6,0,0,0,4,sct,Scotland,UEFA,0,0.0
24,Michel Aebischer,ch Switzerland,1.7,0,0,0,3,ch,Switzerland,UEFA,0,0.0
31,Kristoffer Ajer,no Norway,5.3,1,0,0,2,no,Norway,UEFA,1,50.0
32,Manuel Akanji,ch Switzerland,6.7,0,0,0,4,ch,Switzerland,UEFA,0,0.0
33,Nathan Aké,nl Netherlands,1.9,0,0,0,2,nl,Netherlands,UEFA,0,0.0
34,Yunus Akgün,tr Türkiye,1.0,1,0,0,2,tr,Türkiye,UEFA,1,50.0
38,David Alaba,at Austria,3.1,0,0,0,2,at,Austria,UEFA,0,0.0
39,Kerim Alajbegović,ba Bosnia–Herz,3.1,0,0,0,4,ba,Bosnia–Herz,UEFA,0,0.0
40,Jordy Alcivar,ec Ecuador,0.5,1,0,0,1,ec,Ecuador,CONMEBOL,1,100.0
41,Omar Alderete,py Paraguay,3.6,0,0,0,2,py,Paraguay,CONMEBOL,0,0.0
49,Thiago Almada,ar Argentina,2.7,1,0,0,2,ar,Argentina,CONMEBOL,1,50.0
50,Miguel Almirón,py Paraguay,3.1,1,1,0,2,py,Paraguay,CONMEBOL,2,100.0
51,Júnior Alonso,py Paraguay,4.3,1,0,0,3,py,Paraguay,CONMEBOL,1,33.33333333333333
52,Barış Alper Yılmaz,tr Türkiye,2.0,0,0,0,4,tr,Türkiye,UEFA,0,0.0
55,Julián Álvarez,ar Argentina,6.7,0,0,0,11,ar,Argentina,CONMEBOL,0,0.0
57,Zeki Amdouni,ch Switzerland,0.8,0,0,0,5,ch,Switzerland,UEFA,0,0.0
66,Elliot Anderson,eng England,7.0,1,0,0,9,eng,England,UEFA,1,11.11111111111111
69,Nilson Angulo,ec Ecuador,2.4,0,0,0,4,ec,Ecuador,CONMEBOL,0,0.0
70,Waldemar Anton,de Germany,0.6,0,0,0,3,de,Germany,UEFA,0,0.0
75,Maxi Araújo,uy Uruguay,2.8,0,0,0,2,uy,Uruguay,CONMEBOL,0,0.0
76,Tomás Araújo,pt Portugal,1.0,1,0,0,1,pt,Portugal,UEFA,1,100.0
78,Álex Arce,py Paraguay,0.6,1,0,0,1,py,Paraguay,CONMEBOL,1,100.0
81,Jhon Arias,co Colombia,4.2,1,0,0,5,co,Colombia,CONMEBOL,1,20.0
82,Santiago Arias,co Colombia,1.0,0,0,0,1,co,Colombia,CONMEBOL,0,0.0
83,Marko Arnautović,at Austria,1.6,1,0,0,3,at,Austria,UEFA,1,33.33333333333333
89,Fredrik Aursnes,no Norway,3.4,0,0,0,5,no,Norway,UEFA,0,0.0
90,Gabriel Ávalos,py Paraguay,1.6,0,0,0,1,py,Paraguay,CONMEBOL,0,0.0
91,Yasin Ayari,se Sweden,3.8,1,0,0,4,se,Sweden,UEFA,1,25.0
99,Álex Baena,es Spain,5.3,1,0,0,13,es,Spain,UEFA,1,7.6923076923076925
100,Esmir Bajraktarevic,ba Bosnia–Herz,2.6,0,0,0,1,ba,Bosnia–Herz,UEFA,0,0.0
107,Bradley Barcola,fr France,4.3,1,0,0,5,fr,France,UEFA,1,20.0
108,Abdülkerim Bardakcı,tr Türkiye,2.9,0,0,0,1,tr,Türkiye,UEFA,0,0.0
109,Ivan Bašić,ba Bosnia–Herz,2.0,0,0,0,2,ba,Bosnia–Herz,UEFA,0,0.0
111,Martin Baturina,hr Croatia,3.6,0,0,0,1,hr,Croatia,UEFA,0,0.0
113,Samed Baždar,ba Bosnia–Herz,0.3,0,0,0,1,ba,Bosnia–Herz,UEFA,0,0.0
117,Maximilian Beier,de Germany,0.3,0,0,0,1,de,Germany,UEFA,0,0.0
123,Jude Bellingham,eng England,6.8,1,0,0,9,eng,England,UEFA,1,11.11111111111111
131,Rodrigo Bentancur,uy Uruguay,3.0,1,0,0,7,uy,Uruguay,CONMEBOL,1,14.285714285714285
132,Patrick Berg,no Norway,4.9,1,0,0,4,no,Norway,UEFA,1,25.0
133,Sander Berge,no Norway,5.3,0,0,0,6,no,Norway,UEFA,0,0.0
134,Lucas Bergvall,se Sweden,2.0,1,0,0,7,se,Sweden,UEFA,1,14.285714285714285
136,Alexander Bernhardsson,se Sweden,2.4,0,0,0,2,se,Sweden,UEFA,0,0.0
139,Damián Bobadilla,py Paraguay,2.1,0,0,0,1,py,Paraguay,CONMEBOL,0,0.0
140,Oscar Bobb,no Norway,2.5,0,0,0,1,no,Norway,UEFA,0,0.0
154,Brian Brobbey,nl Netherlands,2.5,0,0,0,4,nl,Netherlands,UEFA,0,0.0
156,Nathaniel Brown,de Germany,3.1,0,0,0,4,de,Germany,UEFA,0,0.0
158,Ante Budimir,hr Croatia,1.7,0,0,0,6,hr,Croatia,UEFA,0,0.0
161,Dan Burn,eng England,0.4,0,0,0,1,eng,England,UEFA,0,0.0
163,Gustavo Caballero,py Paraguay,1.1,0,0,0,2,py,Paraguay,CONMEBOL,0,0.0
166,Juan Cáceres,py Paraguay,4.8,1,0,0,9,py,Paraguay,CONMEBOL,1,11.11111111111111
167,Sebastián Cáceres,uy Uruguay,3.0,0,0,0,2,uy,Uruguay,CONMEBOL,0,0.0
168,Jordy Caicedo,ec Ecuador,0.2,0,0,0,2,ec,Ecuador,CONMEBOL,0,0.0
169,Moisés Caicedo,ec Ecuador,4.0,1,0,0,5,ec,Ecuador,CONMEBOL,1,20.0
171,Hakan Çalhanoğlu,tr Türkiye,2.0,0,0,0,2,tr,Türkiye,UEFA,0,0.0
173,Jaminton Campaz,co Colombia,0.8,0,0,0,2,co,Colombia,CONMEBOL,0,0.0
175,José Canale,py Paraguay,1.8,0,0,0,1,py,Paraguay,CONMEBOL,0,0.0
176,João Cancelo,pt Portugal,3.5,0,0,0,6,pt,Portugal,UEFA,0,0.0
177,Agustín Canobbio,uy Uruguay,2.5,0,1,0,7,uy,Uruguay,CONMEBOL,1,14.285714285714285
178,Casemiro,br Brazil,4.2,2,0,0,6,br,Brazil,CONMEBOL,2,33.33333333333333
180,Timothy Castagne,be Belgium,5.3,1,0,0,7,be,Belgium,UEFA,1,14.285714285714285
183,Zeki Çelik,tr Türkiye,1.8,0,0,0,1,tr,Türkiye,UEFA,0,0.0
184,Lukáš Červ,cz Czechia,1.8,0,0,0,3,cz,Czechia,UEFA,0,0.0
187,Štěpán Chaloupek,cz Czechia,1.0,0,0,0,1,cz,Czechia,UEFA,0,0.0
193,Rayan Cherki,fr France,1.4,0,0,0,2,fr,France,UEFA,0,0.0
196,Tomáš Chorý,cz Czechia,0.3,0,0,0,2,cz,Czechia,UEFA,0,0.0
197,Ryan Christie,sct Scotland,1.1,1,0,0,2,sct,Scotland,UEFA,1,50.0
198,Carney Chukwuemeka,at Austria,0.9,0,0,0,2,at,Austria,UEFA,0,0.0
199,Mojmír Chytil,cz Czechia,0.1,0,0,0,1,cz,Czechia,UEFA,0,0.0
205,Francisco Conceição,pt Portugal,1.4,0,0,0,1,pt,Portugal,UEFA,0,0.0
206,Jhon Córdoba,co Colombia,1.1,0,0,0,1,co,Colombia,CONMEBOL,0,0.0
212,Vladimír Coufal,cz Czechia,3.0,0,0,0,4,cz,Czechia,UEFA,0,0.0
216,Pau Cubarsí,es Spain,8.3,1,0,0,4,es,Spain,UEFA,1,25.0
217,Andrés Cubas,py Paraguay,5.3,1,0,0,14,py,Paraguay,CONMEBOL,1,7.142857142857142
219,Marc Cucurella,es Spain,8.3,1,0,0,8,es,Spain,UEFA,1,12.5
220,Matheus Cunha,br Brazil,3.2,0,0,0,1,br,Brazil,CONMEBOL,0,0.0
221,Findlay Curtis,sct Scotland,0.1,1,0,0,1,sct,Scotland,UEFA,1,100.0
224,Danilo,br Brazil,4.5,2,0,0,7,br,Brazil,CONMEBOL,2,28.57142857142857
225,Kevin Danso,at Austria,2.7,0,0,0,1,at,Austria,UEFA,0,0.0
234,Kevin De Bruyne,be Belgium,4.2,1,0,0,2,be,Belgium,UEFA,1,50.0
235,Maxim De Cuyper,be Belgium,4.9,1,0,0,7,be,Belgium,UEFA,1,14.285714285714285
237,Charles De Ketelaere,be Belgium,3.9,0,0,0,2,be,Belgium,UEFA,0,0.0
238,Nicolás De La Cruz,uy Uruguay,1.0,1,0,0,2,uy,Uruguay,CONMEBOL,1,50.0
239,Rodrigo De Paul,ar Argentina,5.5,1,0,0,2,ar,Argentina,CONMEBOL,1,50.0
240,Amar Dedić,ba Bosnia–Herz,3.0,1,0,0,6,ba,Bosnia–Herz,UEFA,1,16.666666666666664
244,Merih Demiral,tr Türkiye,2.0,0,0,0,2,tr,Türkiye,UEFA,0,0.0
245,Ermedin Demirović,ba Bosnia–Herz,3.9,1,0,0,11,ba,Bosnia–Herz,UEFA,1,9.090909090909092
252,Rúben Dias,pt Portugal,4.0,1,0,0,6,pt,Portugal,UEFA,1,16.666666666666664
257,Luis Díaz,co Colombia,5.3,0,0,0,7,co,Colombia,CONMEBOL,0,0.0
259,Lucas Digne,fr France,5.1,0,0,0,7,fr,France,UEFA,0,0.0
266,Jeremy Doku,be Belgium,3.4,0,0,0,4,be,Belgium,UEFA,0,0.0
269,Désiré Doué,fr France,4.4,0,0,0,4,fr,France,UEFA,0,0.0
273,Denzel Dumfries,nl Netherlands,4.3,0,0,0,6,nl,Netherlands,UEFA,0,0.0
275,Lyndon Dykes,sct Scotland,0.4,0,0,0,2,sct,Scotland,UEFA,0,0.0
276,Edin Džeko,ba Bosnia–Herz,2.0,1,0,0,1,ba,Bosnia–Herz,UEFA,1,100.0
281,Eren Elmalı,tr Türkiye,1.2,1,0,0,2,tr,Türkiye,UEFA,1,50.0
282,Nico Elvedi,ch Switzerland,6.7,1,0,0,5,ch,Switzerland,UEFA,1,20.0
283,Breel Embolo,ch Switzerland,5.6,2,1,1,9,ch,Switzerland,UEFA,4,44.44444444444444
284,Julio Enciso,py Paraguay,4.3,0,0,0,3,py,Paraguay,CONMEBOL,0,0.0
285,Endrick,br Brazil,1.3,0,0,0,1,br,Brazil,CONMEBOL,0,0.0
288,Pervis Estupiñán,ec Ecuador,1.0,0,0,0,3,ec,Ecuador,CONMEBOL,0,0.0
293,Eberechi Eze,eng England,2.3,0,0,0,2,eng,England,UEFA,0,0.0
294,Fabinho,br Brazil,0.8,1,0,0,4,br,Brazil,CONMEBOL,1,25.0
